ID,ImageType,Prompt
37_advanced_fact-opinion-separation-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
37_advanced_fact-opinion-separation-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
36_tatsuya_intermediate_gemini-deep-research-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
36_tatsuya_intermediate_gemini-deep-research-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
35_intermediate_concept-map-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
35_intermediate_concept-map-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, a clear, structured list or mind map"
50_tatsuya_intermediate_ai-era-output-thinking-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
50_tatsuya_intermediate_ai-era-output-thinking-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
46_tatsuya_advanced_notebooklm-knowledge-base-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
46_tatsuya_advanced_notebooklm-knowledge-base-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
48_tatsuya_advanced_future-career-strategy-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
48_tatsuya_advanced_future-career-strategy-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
