ID,ImageType,Prompt_JP,Prompt_EN
25_intermediate_exam-analysis-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。友好的なAIアナリストが人物に試験内容の簡単な円グラフを見せている。チャートはトピックを大きな重要なスライスと小さな重要でないスライスに明確に分割し、焦点を絞った戦略を可能にしている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A friendly AI analyst shows a person a simple pie chart of the exam content. The chart clearly divides topics into a large important slice and a small less important slice, enabling a focused strategy. Simple line art, sketch-like quality."
24_beginner_personalized-quiz-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が学習のシーソーに乗っている。片側は地面に着いており（簡単すぎる）、もう片側は空中高くにあり（難しすぎる）、一般的なクイズのミスマッチを示している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is shown on a seesaw of learning. One side is on the ground (too easy), the other side is high in the air (too difficult), showing the mismatch of generic quizzes. Simple line art, sketch-like quality."
24_beginner_personalized-quiz-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。友好的なAI教師が人物のために難易度ダイヤルを調整している。ダイヤルは最適ゾーンに完璧に設定され、人物を夢中でやる気にさせている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A friendly AI teacher is shown adjusting a difficulty dial for a person. The dial is perfectly set to an optimal zone, keeping the person engaged and motivated. Simple line art, sketch-like quality."
23_kyoko_intermediate_notebooklm-self-learning-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が圧倒されて見え、文書やマニュアルの巨大で乱雑な山の前に立っている。大きな疑問符が彼らの混乱を示している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is looking overwhelmed, standing before a huge, messy pile of documents and manuals. A large question mark shows their confusion. Simple line art, sketch-like quality."
23_kyoko_intermediate_notebooklm-self-learning-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がAI家庭教師と友好的なチャットをしている。AIが明確な説明で質問に答えており、引用矢印がソース文書の関連ページを直接指している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is having a friendly chat with an AI tutor. The AI is answering a question with a clear explanation, and a citation arrow points directly to the relevant page in the source document. Simple line art, sketch-like quality."
22_tatsuya_beginner_academic-paper-summary-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が技術的な記号で満たされた密度の高い複雑な学術論文を読むのに苦労している。眠そうでイライラしているように見える。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is struggling to read a dense, complex academic paper filled with technical symbols. They look sleepy and frustrated. Simple line art, sketch-like quality."
22_tatsuya_beginner_academic-paper-summary-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が論文のPDFアイコンを友好的なAIロボットにアップロードしている。ロボットが即座に処理し、明確なセクションと箇条書きを持つきれいに構造化された要約を返している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person uploads a PDF icon of a paper to a friendly AI robot. The robot instantly processes it and hands back a neatly structured summary with clear sections and bullet points. Simple line art, sketch-like quality."
21_beginner_youtube-to-text-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がビデオを見ているが、知識は見た後に空中に蒸発する揮発性の霧として示されている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is watching a video, but the knowledge is shown as volatile wisps that evaporate into the air after being seen. Simple line art, sketch-like quality."
21_beginner_youtube-to-text-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がYouTubeビデオのURLを友好的なAIロボットに渡している。ロボットがビデオの流れを、検索可能なテキストとハイライトされた重要なポイントを持つ固体の文書に変換している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives a YouTube video URL to a friendly AI robot. The robot transforms the flow of video into a solid document with searchable text and key points highlighted. Simple line art, sketch-like quality."
20_beginner_listen-to-books-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が大きく難しい本の上で居眠りしている様子。隣には読まれていない本の山が増えている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is shown falling asleep on a large, difficult book. Next to them is a growing pile of unread books. Simple line art, sketch-like quality."
20_beginner_listen-to-books-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がスマートフォンでオーディオブックを聞きながらジョギングしている様子。友好的なAIエディターが本のPDFを音声波ファイルに変換している様子が描かれている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is shown jogging while listening to an audiobook on their phone. A friendly AI editor is depicted transforming a book PDF into an audio wave file. Simple line art, sketch-like quality."
19_beginner_time-reminder-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が深い集中状態（ゾーン）にいるが、スマートフォンからの大きくけたたましいアラームに突然驚かされる。衝撃は動きの線で示されている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is deep in focus (in the zone), but is suddenly startled by a loud, jarring alarm from their smartphone. The shock is shown with motion lines. Simple line art, sketch-like quality."
19_beginner_time-reminder-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。友好的なAIアシスタントが集中している人物の肩を優しくタップしている。AIは柔らかく礼儀正しいジェスチャーをしており、次のタスクへの穏やかな移行を示している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A friendly AI assistant gently taps a focused person on the shoulder. The AI has a soft, polite gesture, showing a gentle transition to the next task. Simple line art, sketch-like quality."
18_intermediate_emotion-wave-analysis-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が混沌とした予測不能な波のパターンに投げ回されている。コントロールできず、効果的に作業できないように見える。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is being tossed around on a chaotic, unpredictable wave pattern. They look out of control and unable to work effectively. Simple line art, sketch-like quality."
18_intermediate_emotion-wave-analysis-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が毎日の日記をAIパフォーマンスコーチに渡している。AIがデータを分析し、ハイライトされた最適な時間帯のあるカレンダーを提示。人物は今、波を巧みにサーフィンしている様子。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives their daily journal to an AI performance coach. The AI analyzes the data and presents a calendar with a highlighted optimal time period. The person is now shown skillfully surfing the wave. Simple line art, sketch-like quality."
17_intermediate_learning-style-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が四角い釘（個人の学習スタイル）を丸い穴（一般的な学習方法）に無理やり入れようとしている。イライラしているように見える。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is trying to force a square peg (their personal learning style) into a round hole (a generic learning method). They look frustrated. Simple line art, sketch-like quality."
17_intermediate_learning-style-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。AI心理学者が人物に、脳の鍵穴に完璧に合うパーソナライズされた鍵（最適な学習スタイル）を渡している様子。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. An AI psychologist is shown giving a person a personalized key (their optimal learning style) that perfectly fits a keyhole in their brain. Simple line art, sketch-like quality."
16_advanced_stumbling-prediction-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が学習の道を歩いていて、突然大きく予期しない壁に遭遇する。突然の障害に衝撃を受け、やる気を失っているように見える。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is walking along a learning path and suddenly encounters a large, unexpected wall. They look shocked and demotivated by the sudden obstacle. Simple line art, sketch-like quality."
16_advanced_stumbling-prediction-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。友好的なAIメンターが人物に学習の旅の地図を見せている。地図には将来の障害を示す警告標識がある。人物は準備ができているように見え、事前にその上に橋を建設している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A friendly AI mentor is showing a person a map of their learning journey. The map has a warning sign marking a future obstacle. The person looks prepared and is building a bridge over it in advance. Simple line art, sketch-like quality."
15_beginner_backward-thinking-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が巨大で霧がかった山の麓に立っており、大きな目標を表している。圧倒された表情で見上げている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is standing at the bottom of a huge, foggy mountain, representing a large goal. They look up with an overwhelmed expression. Simple line art, sketch-like quality."
15_beginner_backward-thinking-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。友好的なAIプロジェクトマネージャーが人物に、山頂から始まり現在まで逆向きに作業する明確な地図を見せており、全行程を小さな日々のステップに分解している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A friendly AI project manager is showing a person a clear map that starts from the mountain's peak and works backward to the present day, breaking the entire journey into small, daily steps. Simple line art, sketch-like quality."
14_intermediate_custom-learning-roadmap-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が複数の標識が異なる方向を指す混乱した交差点に立っている。迷って困惑しているように見える。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is standing at a confusing crossroads with multiple signs pointing in different directions. They look lost and confused. Simple line art, sketch-like quality."
14_intermediate_custom-learning-roadmap-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がAIキャリアデザイナーに自分のキャリアゴール（旗のアイコン）と情熱（ハートのアイコン）を伝えている。AIが2つの異なる色の糸（キャリアと情熱）を巧みに編み込んで、パーソナライズされた学習ロードマップを表す単一の強くユニークなロープにしている様子。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is telling an AI career designer about their career goals (flag icon) and passions (heart icon). The AI is skillfully weaving together two different colored threads (career and passion) into a single, strong, and unique rope, representing a personalized learning roadmap. Simple line art, sketch-like quality."
49_beginner_book-recommendation-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が他の皆が読んでいる一般的なベストセラーを読みながら退屈そうにしている様子。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is shown looking bored while reading a generic bestseller that everyone else is reading. Simple line art, sketch-like quality."
49_beginner_book-recommendation-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が読書履歴（本のリスト）を賢いAI司書に渡している。AIが読書パターンを分析し、光るオーラを持つ驚くべきニッチな本を推薦している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives their reading history (a list of books) to a wise AI librarian. The AI analyzes their reading patterns and recommends a surprising, niche book with a glowing aura. Simple line art, sketch-like quality."
47_intermediate_market-value-career-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が給与明細を見て、その上に大きな疑問符があり、自分の市場価値について不安を感じている様子。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is looking at their paycheck with a large question mark over it, feeling anxious about their market value. Simple line art, sketch-like quality."
47_intermediate_market-value-career-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が履歴書をプロフェッショナルなAIヘッドハンターに渡している。AIが天秤を使ってスキルを客観的に計量し、給与範囲とそれを上げる戦略的計画を示す明確なレポートを提示している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives their resume to a professional AI headhunter. The AI uses a scale to objectively weigh their skills and presents a clear report showing salary range and a strategic plan to increase it. Simple line art, sketch-like quality."
45_intermediate_visualize-physics-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物の頭が複雑な物理方程式E=mc²を見て疑問符で満たされている。コンセプトを視覚化できない。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person's head is filled with question marks as they look at the complex physics equation E=mc². They cannot visualize the concept. Simple line art, sketch-like quality."
45_intermediate_visualize-physics-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。AIイラストレーターが人物に、光速に近い速度で移動するロケットの簡単なステップバイステップのアニメーション図を見せている。図は視覚的な手がかりを使って時間の遅れの概念を直感的にしている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. An AI illustrator is showing a person a simple, step-by-step animated diagram of a rocket traveling at near-light speed. The diagram uses visual cues to make the concept of time dilation intuitive. Simple line art, sketch-like quality."
44_intermediate_metaphor-creation-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。専門家の吹き出しが密度の高い読めない技術的記号で満たされている。聞き手は完全に迷っているように見え、コミュニケーションの障壁を示している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. An expert's speech bubble is filled with dense, unreadable technical symbols. The listener looks completely lost, showing a communication barrier. Simple line art, sketch-like quality."
44_intermediate_metaphor-creation-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。友好的なAI比喩魔術師が難しい技術用語を、レストランでウェイターが客にサービスする簡単で魅力的なイラストに変換している。聞き手に電球の瞬間がある。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A friendly AI metaphor magician transforms difficult technical terms into a simple, charming illustration of a waiter serving a customer in a restaurant. The listener has a lightbulb moment. Simple line art, sketch-like quality."
43_advanced_voice-memo-research-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がシャワーで素晴らしいアイデア（電球）を持っているが、アイデアは記録する前に割れて消える壊れやすい石鹸の泡として示されている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person has a brilliant idea (a lightbulb) in the shower, but the idea is shown as a fragile soap bubble that pops and disappears before they can record it. Simple line art, sketch-like quality."
43_advanced_voice-memo-research-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がスマートフォンにアイデアを話している。友好的なAIインキュベーターロボットがアイデア（電球）をキャッチし、鉢に植えて、即座に構造化されたプロジェクト計画を表す小さな木に成長させている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person speaks their idea into a smartphone. A friendly AI incubator robot catches the idea (the lightbulb) and plants it in a pot, where it instantly grows into a small tree representing a structured project plan. Simple line art, sketch-like quality."
42_advanced_analyze-thinking-bias-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が鏡を見ているが、反射は歪んだ理想化された自分のバージョン。自分の欠点に気づいていない。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is looking into a mirror, but the reflection is a distorted, idealized version of themselves. They are blind to their own flaws. Simple line art, sketch-like quality."
42_advanced_analyze-thinking-bias-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が過去の文章をAI認知科学者に渡している。AIがテキストを分析し、虫眼鏡を使って文書内の特定の認知バイアスをハイライトし、人物の盲点を明らかにしている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives their past writings to an AI cognitive scientist. The AI analyzes the text and uses a magnifying glass to highlight specific cognitive biases in the document, revealing the person's blind spots. Simple line art, sketch-like quality."
41_intermediate_business-plan-validation-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が壊れやすそうな電球（アイデア）を持っているが、複数の方向から鋭く尖った質問の矢に攻撃されている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is holding a fragile-looking lightbulb (the idea), but is being bombarded by sharp, pointy question arrows from multiple directions. Simple line art, sketch-like quality."
41_intermediate_business-plan-validation-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がアイデアを厳しいが公正なAI投資家に提示している。AIの鋭い質問が鍛冶屋のハンマーとして示され、壊れやすい電球を強固なダイヤモンドに鍛えている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is presenting their idea to a tough but fair AI investor. The AI's sharp questions are shown as a blacksmith's hammer, forging the fragile lightbulb into a strong, solid diamond. Simple line art, sketch-like quality."
40_advanced_devil-advocate-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が同僚グループにアイデアを提示している。同僚は皆、礼儀正しくうなずき、親指を立てて一般的な賞賛をしており、本当のフィードバックの欠如を示している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is presenting their idea to a group of colleagues. The colleagues are all nodding politely and giving generic praise with thumbs up, showing a lack of real feedback. Simple line art, sketch-like quality."
40_advanced_devil-advocate-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が小さな悪魔の角をつけた単一のAIロボットにアイデアを提示している。AIがチェックリストに潜在的な欠陥とリスクの長い批判的なリストを提供している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is presenting their idea to a single AI robot wearing small devil horns. The AI is providing a long, critical list of potential flaws and risks on a checklist. Simple line art, sketch-like quality."
39_tatsuya_beginner_devils-advocate-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が同僚に計画についてフィードバックを求めている。同僚は礼儀正しくするために曖昧で役に立たない褒め言葉を言っている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person asks colleagues for feedback on a plan. The colleagues give vague, unhelpful compliments to be polite. Simple line art, sketch-like quality."
39_tatsuya_beginner_devils-advocate-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が計画を懐疑的に見えるAIリスクコンサルタントに説明している。AIがクリップボードにすべての可能な弱点の直接的で率直なリストを提供している。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person explains their plan to a skeptical-looking AI risk consultant. The AI provides a direct, blunt list of all possible weaknesses on a clipboard. Simple line art, sketch-like quality."
38_tatsuya_intermediate_chain-of-thought-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がAIに質問をしている。AIがブラックボックスから出てくる一般的で表面的な答えを与え、人物を満足させていない。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person asks an AI a question. The AI gives a generic, superficial answer that comes out of a black box, leaving the person unsatisfied. Simple line art, sketch-like quality."
38_tatsuya_intermediate_chain-of-thought-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がAIに質問をしている。AIが考えている様子が示され、その思考プロセスが番号付きのステップ間の矢印を持つ明確で論理的なシーケンスとして視覚化されている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person asks an AI a question. The AI is shown thinking, with its thought process visualized as a clear, logical sequence of numbered steps with arrows between them. Simple line art, sketch-like quality."
37_advanced_fact-opinion-separation-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が対立する矢印を持つ2つの異なるニュース記事に引っ張られている様子。人物は混乱して判断できないように見える。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is shown being pulled in two different directions by two conflicting news articles with opposing arrows. The person looks confused and unable to make a judgment. Simple line art, sketch-like quality."
37_advanced_fact-opinion-separation-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。冷静で集中したAIファクトチェッカーが複数のニュース記事を2つのきれいで別々の箱に分類している様子。1つは客観的事実用、もう1つはメディアの意見用で、混沌に明確さをもたらしている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A calm, focused AI fact-checker is shown sorting multiple news articles into two neat, separate boxes. One box for objective facts and another for media opinions, bringing clarity to the chaos. Simple line art, sketch-like quality."
36_tatsuya_intermediate_gemini-deep-research-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が無数のブラウザタブと情報リンクで作られた密林で迷子になっている。木しか見えず、森全体が見えない。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is lost in a dense forest made of countless browser tabs and information links. They can only see the trees, not the whole forest. Simple line art, sketch-like quality."
36_tatsuya_intermediate_gemini-deep-research-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が単一のトピックを小さく効率的なAIロボットのチームに渡している。ロボットたちが協力して素早く森全体を調査し、明確で構造化された地図を描いている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives a single topic to a team of small, efficient AI robots. The robots work together to quickly survey the entire forest and draw a clear, structured map of it. Simple line art, sketch-like quality."
35_intermediate_concept-map-01-Before,traditionalMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物の頭に多くの断絶したキーワードやアイデアが混沌と浮かんでいる様子。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person's head is shown with many disconnected keywords and ideas floating around chaotically. Simple line art, sketch-like quality."
35_intermediate_concept-map-02-After,aiMethodDiagram,"ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が混沌とした思考を友好的なAIダイアグラム専門家に渡している。AIが即座にアイデアを中央のテーマと接続されたノードを持つクリーンで明確なコンセプトマップに整理し、すべての隠れた接続を明らかにしている。シンプルなラインアート、スケッチ風の質感。","Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives their chaotic thoughts to a friendly AI diagramming expert. The AI instantly organizes the ideas into a clean and clear concept map with a central theme and connected nodes, revealing all the hidden connections. Simple line art, sketch-like quality."
